Restaurant Name,Negative Sentiment,Positive Sentiment
BFC (Best Fried Chicken) - Green Road (Engaze AI) - pandago,1,0
BFC (Best Fried Chicken) - Gulshan - 2 (Engaze AI) - pandago,1,0
BFC (Best Fried Chicken) - Keari Plaza (Engaze AI) - pandago,1,0
BFC (Best Fried Chicken) - Meher Plaza (Engaze AI) - pandago,1,0
BFC (Best Fried Chicken) - Mohammadpur (Engaze AI) - pandago,1,0
BFC (Best Fried Chicken) - Orchid Plaza (Engaze AI) - pandago,1,0
BFC (Best Fried Chicken) - Satmasjid Road (Engaze AI) - pandago,1,0
BFC (Best Fried Chicken) - Shyamoli (Engaze AI) - pandago,1,0
BFC - Best Fried Chicken - Baily Road - Engaze AI - pandago,1,0
BFC - ICCB,1,0
BFC - Kandi Para,1,0
BFC Fast Food,2,0
BFC and BBQ,1,0
BINGO Burger,1,0
BIR Chattala,1,0
BIRIYANI EXPRESS-BASHABO,1,0
BIRIYANI EXPRESS-Motijheel,1,0
BKS Cafe,1,0
BLACK,1,0
BLU Kitchen,1,0
BM Fast Food,1,0
BM Inn Home Garden Restaurant,1,0
BOB-Best of Burger,9,5
BOGO lovers,1,0
BOOGEYMAN,1,0
BOSS BURGER,1,0
BOWLS,1,0
BP Fried Chicken,1,0
BR.GR KLUB - Mohammadpur,1,0
BRINNER POINT,1,0
BROS,1,0
BUDGET KITCHEN,1,0
BUFIA,1,0
BURGER BURGER,1,0
BUY 1 GET 1 EXPRESS,1,0
BaTaTis,1,0
Baba Hotel & Restaurant,1,0
Baba Maa Food House,1,0
Baba's Cafe & Juice,1,0
Babais,1,0
Bablu Jhal Muri,1,0
Babu Hotel,1,0
Babu Khaiso?,1,0
Babui'es Kitchen,1,0
Babul Chotpoti & Fuchka,1,0
Babul Vair Chotpoti House,1,0
Babuni Biryani House,1,0
Babuni's Kitchen,1,0
Babur Kacchi,1,0
Baburchi,2,0
Baburchi Bari,1,0
Baburchi Biryani House,1,0
Baburchi Biryani House - 2,1,0
Baburchi Express by Tri State Eatery,1,0
Baburchi Fast Food & Biryani House,1,0
Baburchi Hotel & Restaurant,1,0
Baburchi Restaurant,1,0
Baburchiana,1,0
Baburchikhana Restora,1,0
Baby Food,1,0
Baby Home Kitchen,1,0
Bacchu Chotpoti,1,0
Bachelor Bhoj Dhanmondi,1,0
Bachelor Club,1,0
Bachelor Kitchen,1,0
Bachelor Kitchen Home,1,0
Bachelor Point Food Hotel & Restaurant,1,0
Bachelor Treat Coffee & Chicken House,1,0
Bachelor's Hotel,1,0
Bachelors Burger,1,0
Bachelors Kitchen,1,0
Back Benchers Restaurant & Party House,1,0
Backyard Stories,1,0
Badam Tolar Chaap Ghor,1,0
Badda Kabab Restora,1,0
Badhon's Kitchen,1,0
Badhua Food Village,1,0
Badshahi Bhoj - Dinajpur,1,0
Badshahi Jilapi Corner,1,0
Bagan Baree,1,0
Bagan Restora,1,0
Bagat Mistanno Vandar,1,0
Bagdad Hotel,1,0
Bagdad Restora & Biryani House,1,0
Bagerhat Cake Shop,1,0
Bagerhat Fast Food Corner,1,0
Bahadur Hotel and Restaurant,1,0
Baharat Middle Eastern,1,0
Baharat Middle Eastern - pandago,1,0
Bahari,1,0
Bahari Bhojon,1,0
Bahari Foodie,1,0
Bahari Khana,1,0
Bahari Shokh,1,0
Bahera,1,0
Bahir Khanapina,1,0
Baily Bar.B.Q & Sea Food,1,0
Baily Kebab & Soup,1,0
Baily Shawarma House,1,0
Baily-Bar-B-Q,1,0
Baishakhi Restaurant - Mymensingh,1,0
Baishakhi Restora,1,0
Bake & Bite,1,0
Bake & Shake - Wari,1,0
Bake Destiny,1,0
Bake Master,1,0
Bake N Cake,1,0
Bake Nation,1,0
Bake O Clock,1,0
Bake Shop,1,0
Bake n Fast- Laldighi,1,0
Baked Heaven,1,0
Bakeograam - Superkitch,1,0
Bakers Confection,1,0
Bakery Bits,2,1
Bakeway - Banasree,1,0
Baking Bread,1,0
Baking Queen,1,0
Baking Station,1,0
Bakkar bhaiyer Shahi Chotpoti - Manikganj,1,0
Bakkar bhaiyer Shahi Chotpoti 2- Manikganj,1,0
Balcony Cafe,1,0
Balcony Restaurant - Noakhali,1,0
Balfour Coffee,1,0
Banani Chinese Cafe,1,0
Banani Tehari House,1,0
Banasree Cafe,1,0
Bandhon Restaurant,1,0
Banee's Creation - Sukrabad,1,0
Bangali Bhoj,1,0
Bangali Bhojon,1,0
Bangali Bhorta Ghor,1,0
Bangali Bitan,1,0
Bangali Express,1,0
Bangali Khabar,1,0
Bangali Kitchen - Mirpur,1,0
Bangali Ranna Banna,1,0
Bangali Ranna Recipe,1,0
Bangali Rannaghor,1,0
Bangali Roshui Ghor,1,0
Bangaliana,2,0
Bangaliana - Lalkhanbazar,1,0
Bangaliana - Station Road,1,0
Bangaliana Bashundhara,1,0
Bangaliana Bhoj,1,0
Bangaliana Bhoj - Mohammadpur,1,0
Bangaliana Express,1,0
Bangaliana Rannaghor,1,0
Bangaliana Restora- Natun Bazar,1,0
Bangaliana-Bashabo,1,0
Bangalir Lobhoniyo Khabar,1,0
Bangaliyali Kitchen,1,0
Bangaliyana,1,0
Banggaliana,1,0
Bangla Ayozon Iftar Bazar,1,0
Bangla Ayozon Restora,1,0
Bangla Bhorta,1,0
Bangla Bilash,1,0
Bangla Cafe,2,0
Bangla Flame - Uk Fast Food Restaurant,1,0
Bangla Hotel & Biryani House,1,0
Bangla Hotel & Biryani House - Feni,1,0
Bangla Hotel and Restaurant,1,0
Bangla Khabar,2,0
Bangla Khabar Ghor,3,0
Bangla Kitchen,1,0
Bangla Kitchen - Banasree,1,0
Bangla Kitchen - Bibir Bagicha,1,0
Bangla Kitchen - Dholpur,1,0
Bangla Kitchen - Gandaria,1,0
Bangla Kitchen - Lalbagh,1,0
Bangla Kitchen - Nikunja,1,0
Bangla Kitchen- Kafrul,1,0
Bangla Restora,2,0
Bangla Restora & Biryani House,1,0
Bangla Roshoi,1,0
Bangla Rosui,1,0
Bangla Tiffin,1,0
Bangladesh Cancer Aid Trust - BANCAT,1,0
Bangladesh Fried Chicken & Pizza - Rajmoni Ishakha,1,0
Banglar Kacchi,1,0
Banglar Mishti - Banani,1,0
Banglar Mithai - Demra,1,0
Banglar Oitijjo Shahi Chotpoti Fuchka,1,0
Banglar RannaGhor,1,0
Banglar Shaad,2,0
Banglar Shad Food Corner,1,0
Banglar Shad Ilma Kitchen,1,0
Banglar Shadh Fuchka House,1,0
Banglay,1,0
Bangliana Restaurant,1,0
Bangop Pizburg,1,0
Bankers Cafe,1,0
Banoful  fast food and Chinese  Restaurant,1,0
Banoful & Co (Pouro Market),1,0
Banoful & Co - Hospital Mor,1,0
Banoful - Panchlaish,1,0
Banolata Coffee Shop & Restaurant,1,0
Banolata Food Palace(Party Center),1,0
Banolata Sweets & Bakery,1,0
Banquet Chinese & Fast Food,1,0
Bao,1,0
Baoxi Kafei,1,0
Bap Beta Fuchka House,1,0
Bappy's Burger-Barisal,1,0
Bar-B-Q Tonight,1,0
Bar-B-Q Tonite - Dhanmondi,1,0
Bar-B-Que Restaurant,1,0
Baraka Baking & Cooking Station,1,0
Baraka Biryani & Kebab House,1,0
Baraka Restora,1,0
Barakah House,1,0
Barakah Kitchen,1,0
Barbecue Hub,1,0
Barbeque Foods,1,0
Barbie Cafe,1,0
Barcode - Food Junction,1,0
Barcode Cafe - Banani,1,0
Barcode Premium Burger,1,0
Barcode Premium Kebab,1,0
Bareka's Kitchen,1,0
Barfi Restaurant,1,0
Barguna Ogrogami Nari Songstha,1,0
Baridhara Hotel & Biryani  House,1,0
Barin Kacchi Dine,1,0
Barin Sky View Lounge,1,0
Barir Shad,1,0
Barisal Food Cart,1,0
Barisal Hotel and Restaurant,1,0
Barisal Star Hotel & Biriyani House,1,0
Barishal Chotpoti Fuchka Ghor,1,0
Barishal Chotpoti House,1,0
Barishal Gate,1,0
Barista,1,0
Barista Restaurant,1,0
Barkat Khichuri House,1,0
Barlin Fast Food,1,0
Barsha Food Corner,1,0
Barsha's Kitchen,1,0
Basanta Leather - pandago,1,0
Bash Bari Restaurant,1,0
Bashar Khabar,1,0
Basher Kanchi,1,0
Basher Kanchi 2,1,0
Bashmoti Kacchi,1,0
Bashonti Polao,1,0
Basic Kneads,1,0
Basilico,1,0
Basmoti Biryani House -Sirajganj,1,0
Basmoti Restora,1,0
Basta Maten,1,0
Batar Morer Jilapi,1,0
Bataty's - Bashundhara,1,0
Bay Leaf,1,0
Bay-of-Bengal - Barguna,1,0
Bazzar,2,0
Beachwala Cafe,1,0
Bean & Leaf,1,0
Beans N Cream,1,0
Beautiful Super Food & Sweets,1,0
Bebo's Kitchen,1,0
Beef & Bot - pandago,1,0
Bel Piatoo,1,0
Bel Piatto,1,0
Belafian,1,0
Belayet Dodhi Ghor,1,0
Beleven,1,0
Beliful Haleem Corner,1,0
Bella Italia - Gulshan,1,0
Bella Pizzaria,1,0
Bellapasta Chinese & Restaurant,1,0
Bellissimo Ice Cream Parlour,1,0
Bellpepper Restaurant,1,0
Belpuri Mama,1,0
Belview Artcafe,1,0
Benchmark Cafe,1,0
Bene Bistro,1,0
Bengal Kitchen,1,0
Bengal Meat Deli - GEC Circle,1,0
Bengal Meat Deli - Khilgaon,1,0
Bengal Tea Lounge,1,0
Bengal's Kabab & Biriyani,1,0
Bengali Express,1,0
Bengali Flavor,1,0
Bengali Flavors,1,0
Bengali Food Palace,1,0
Bengali Longue,1,0
Bengol Pastry Cake - pandago,1,0
Bento Bowl,1,0
Bercos Cafe,1,0
Berlin Foods - Banani,1,0
Best Cakes,1,0
Best Eat Cafe,1,0
Best Food,2,0
Best Food House,1,0
Best Fried Chicken (BFC) - Badda,1,0
Best Home Kitchen Food,1,0
Best In Taste,1,0
Best Indian,1,0
Best Kitchen,2,0
Best Momo House,1,0
Best One,1,0
Best Treat - Cafe & Restaurant,1,0
Best Treat Iftar Bazar,1,0
Best Western Heritage,1,0
Best Western Plus Maya,1,0
Bethe's Kitchen,1,0
Betikrom Cafe,1,0
Beyond Bytes - Mohammadpur,1,0
Bhaat Ghor,1,0
Bhaat Ghor - Bashundhara,21,8
Bhaggokul Mishti & Bakery,1,0
Bhaggokul Mistanna Bhandar and Bakery,1,0
Bhagyakul Biryani House,1,0
Bhagyakul Biryani House - Kafrul,1,0
Bhagyakul Kacchi Ghor,1,0
Bhagyakul Mistanna Bhander - Banani,1,0
Bhagyakul Mistanno Bhandar - Mirpur,1,0
Bhai Bhai Chaap Ghar,1,0
Bhai Bhai Chap Ghar 2.0,1,0
Bhai Bhai Chotpoti & Fuchka House - Tali Office Road,1,0
Bhai Bhai Chotpoti & Fuchka House -2,1,0
Bhai Bhai Dosa Express,1,0
Bhai Bhai Fuchka Chotpoti House,1,0
Bhai Bhai Fuchka House,2,0
Bhai Bhai Hotel & Restaurant - Kuril,1,0
Bhai Bhai Hotel & Sweets,1,0
Bhai Bhai Jilapi House,1,0
Bhai Bhai Restaurant,1,0
Bhai Bhai Store,1,0
Bhai Bhai Tehari Ghor,1,0
Bhai Bon Hotel,1,0
Bhai Bon Thai Chinese Restaurant and Party Center,1,0
Bhai Indian Dosa ,26,3
Bhai Indian Dosa Express,2,0
Bhalo Food,1,0
Bhandari Bhorta Ghor,1,0
Bhandari Chotpoti & Fuchka House,1,0
Bhartastic,1,0
Bhat  Bhorta Bari,1,0
Bhat Bhorta Ghor - Mirpur,1,0
Bhat Bhorta Restora & Kabab Ghor,1,0
Bheja Fry,1,0
Bhel Puri Store,1,0
Bhoj Biryani,1,0
Bhojer Hari,1,0
Bhojon Bari,1,0
Bhojon Bilash,8,3
Bhojon Bilash Hotel and Restaurant,1,0
Bhojon Bilashi,1,0
Bhojon Premi,1,0
Bhojon Roshik,3,1
Bhojon Rosik,1,0
Bhojon Thala,1,0
Bhojonbari Cafeteria,1,0
Bhola Bhai Biryani Express,1,0
Bhooter Bari - Zinzira,1,0
Bhooter Bari Restaurant,1,0
Bhooter Goli,1,0
Bhorta & Curry- Banglar Khabar,1,0
Bhorta Bahar Food - Mirpur,1,0
Bhorta Bari,6,0
Bhorta Bari Restaurant,1,0
Bhorta Bazar-60 Feet(Mirpur),1,0
Bhorta Bhaat,1,0
Bhorta Bhaat Restora,1,0
Bhorta Bhat,1,0
Bhorta Bhat Catering,1,0
Bhorta Bhat Kitchen,1,0
Bhorta Bhat kitchen,1,0
Bhorta Bow Kitchen,1,0
Bhorta Chai,1,0
Bhorta Click,1,0
Bhorta Express - Mirpur,1,0
Bhorta Ghar,1,0
Bhorta Ghor,1,0
Bhorta Ghor - Mirpur,8,4
Bhorta Ghor- Badda,1,0
Bhorta Ghor- Mirpur,1,0
Bhorta Hat,1,0
Bhorta House,2,0
Bhorta Khichuri,1,0
Bhorta Lover,1,0
Bhorta Somahar,1,0
Bhorta Station,1,0
Bhuku Bari,1,0
Bhulu Hotel,1,0
Bhuri Bhoj,2,0
Bibi Dhaba,1,0
Bidyanondo Foundation,1,0
Big Apple,1,0
Big Bite - Banasree,1,0
Big Bite - Sonargaon Road,38,16
Big Bite Fast Food & Chinese,1,0
Big Boss Burger,1,0
Big Burger,1,0
Big Burger - Charpara,1,0
Bihari Kabab Ghar,1,0
Bihari Kacchi,1,0
Bihonggo's Kitchen,1,0
Biker's Club Bangla Restora,1,0
Biker's Club Food Court,1,0
Bikers Dhaba V-2,1,0
Bikerzbitz Cafe,1,0
Bikrampur Biryani House & Restaurant,1,0
Bikrampur Kitchen - Mohammadpur,1,0
Bikrampur Mistanno Bhandar & Bakery,1,0
Bikrompur Mishtanno Vandar,1,0
Bilash Biriyani House,1,0
Bin Taz Fast Food,1,0
Binge Bistro,1,0
Binni Chinese & Indian Restaurant,1,0
Binni Ghor,1,0
Binni Restaurant,1,0
Binti's Kitchen,17,30
Biplob Fastfood & Cafe,1,0
Biplob Kitchen,1,0
Biplobir Heshel Ghar,1,0
Bir Chattala - Muradpur,1,0
Bird's Cafe & Restaurant,1,0
Bird's Eye Rooftop Restaurant & Convention Hall,1,0
Bird's Kitchen,1,0
Biren Restora,1,0
Biriani Express Komlapur,1,0
Biriyani Express,1,0
Biriyani House,1,0
Biriyani House (mirpur 1),1,0
Biriyani Mohal & Chinese,1,0
Biriyani O Vorther somahar,1,0
Birthday Cake,1,0
Biryani Attack-Mirpur,1,0
Biryani Baba,1,0
Biryani Bazar Catering Service,1,0
Biryani Bhai,1,0
Biryani Express,1,0
Biryani Factory,1,0
Biryani Ghor,2,0
Biryani House,2,0
Biryani Junction,1,0
Biryani Khor,1,0
Biryani King,1,0
Biryani Kitchen,1,0
Biryani Mahal,1,0
"Biryani Point, Khulna",1,0
Biryani Station,2,0
Biryani Wala,1,0
Biryani Xpress And Cafe,1,0
Biryani and Fast Food Zone,1,0
Biryaniholic,1,0
Biryaniwala,2,0
Bishnu Pria Hotel,1,0
Bismilla Tripti Chotpoti & Fuchka,1,0
Bismillah Bangla Ghorua  Restaurant,1,0
Bismillah Best And Taste Chotpoti Fuchka,1,0
Bismillah Bhaat Ghor,1,0
Bismillah Bhaat Ghor & Biryani House,1,0
Bismillah Bhaat Ghor - Iftar Bazar,1,0
Bismillah Bhat Ghor,1,0
Bismillah Biriyani House - Khulna,1,0
Bismillah Biriyani House - Vatara,1,0
Bismillah Biryani,2,0
Bismillah Biryani & Chotpoti House,1,0
Bismillah Biryani - New Stand,1,0
Bismillah Biryani House,7,0
Bismillah Biryani House - Islampur,1,0
Bismillah Biryani House - Kallyanpur,1,0
Bismillah Biryani House - Kallyanpur Notun Bazar,1,0
Bismillah Borishailla Chotpoti Fuchka & Doi Fuchka,1,0
Bismillah Burger,2,0
Bismillah Cafe,1,0
Bismillah Chinese Restaurant,1,0
Bismillah Chotpoti & Fuchka House,4,0
Bismillah Chotpoti & Fuchka House - Gazipur,1,0
Bismillah Chotpoti House,2,0
Bismillah Chotpoti and Fuchka,1,0
Bismillah Coffee House,1,0
Bismillah Dawat,1,0
Bismillah Dosa Express,1,0
Bismillah Fast Food,2,0
Bismillah Fast Food & Biryani,1,0
Bismillah Fast Food & Restora,1,0
Bismillah Fast Food - College Gate,3,0
Bismillah Fast Food - Tongi,1,0
Bismillah Fast Food and Mishtanno,1,0
Bismillah Food,2,0
Bismillah Food Club,1,0
Bismillah Food Corner,2,0
Bismillah Food Corner - Savar,1,0
Bismillah Food Stall,1,0
Bismillah Food Zone,1,0
Bismillah Fuchka House,1,0
Bismillah Fuska House,1,0
Bismillah Garden,1,0
Bismillah Hazi Biryani,1,0
Bismillah Hazi Biryani House,1,0
Bismillah Home Delivery,1,0
Bismillah Hotel,3,0
Bismillah Hotel & Biryani House,1,0
Bismillah Hotel & Chinese Restaurant,1,0
Bismillah Hotel & Restaurant,8,0
Bismillah Hotel & Restaurant - Dhanmondi,1,0
Bismillah Hotel & Restaurant - Mirpur,1,0
Bismillah Hotel & Restaurant - Satkhira,1,0
Bismillah Hotel - Old Stand,1,0
Bismillah Hotel Restaurant & Kabab Ghar,108,28
Bismillah Jhal Bitan & Juicy,1,0
Bismillah Juice Ghor - CTG New Market,1,0
Bismillah Kacchi Biryani - Kalabagan,1,0
Bismillah Kebab Ghor & Coffee House,1,0
Bismillah Kheta Puri & Kebab,1,0
Bismillah Kitchen - Gulshan,1,0
Bismillah Mishtanno Bhandar,1,0
Bismillah Mishti Mahal,1,0
Bismillah Restaurant & Catering - 1,1,0
Bismillah Restaurant & Kebab House,1,0
Bismillah Restaurant - Shantinagar,1,0
Bismillah Restaurant and Kebab Ghor,1,0
Bismillah Restora and Biryani House,1,0
Bismillah Shahi Biryani House,1,0
Bismillah Special Halim - Mymensingh,1,0
Bismillah Sweets,1,0
Bismillah Tasty Haleem - Jail Road,1,0
Bismillah Tehari Ghor,2,0
Bismillah Tehari Ghor- Mirpur,1,0
Bismillah Teheri Ghor,1,0
Bismillah vorta vat restaurant,1,0
Bistro C,1,0
Bistro Central,1,0
Bistro D,1,0
Bistro E,1,0
Biswas Hotel,1,0
Bit & Bite,1,0
Bite Club,1,0
Bite Me,1,0
Bite Me - Mohammadpur,1,0
Bite Station,1,0
Bites Burg,1,0
Bithe's Kitchen,1,0
Bithy's Kitchen,1,0
Bitter Sweet Cafe & Restaurant,1,0
Biyain Bari Restaurant,1,0
Biye Bari Restaurant - Tikatoli,1,0
Black Box - Uttara,1,0
Black Hall Cafe,1,0
Black Home,1,0
Black Olive,1,0
Black Pearl - Home Kitchen,1,0
Black Pepper,1,0
Black Pepper Restaurant,1,0
Black Restaurant,1,0
Black White,1,0
Blend,1,0
Blend Guru,1,0
Bliss Restaurant,1,0
Blissful Delight By Naima,1,0
Blue Kites,1,0
Blue Moon Cafe,1,0
Blue Moon Restaurant & Party Center,1,0
Blue Ocean Chinese Restaurant,1,0
Blue Ocean Restaurant - Chittagong,1,0
Blue Olive Restaurant Ltd.,1,0
Blue Orchid - BBQ Tandoori,1,0
Blue Orchid - Biryani & Indian,1,0
Blue Orchid - Mexican & Juice,1,0
Blue Orchid- Fast Food,1,0
Blue Rain Restaurant,1,0
Blue Salt,1,0
Blue Sky Burger,1,0
Blue Sky Lounge,1,0
Blue Smoke - Adabor,1,0
Blue Valley Pizza & Burger,1,0
BlueOZ Cafe,1,0
Blueberry,1,0
Bluebird Restaurant and Party Centre,1,0
Bluelime,2,2
Bluewater Restaurant By The Royal Paradise,1,0
Bobby's Cuisine,1,0
Boby's Kitchen,1,0
Bogra Special Doi,1,0
Bogura Dodhi & Mistanno Bhandar,1,0
Bogura Doi Ghor,2,0
Bogura Doi Ghor - Pabna,1,0
Bogura Kacchi Ghor,1,0
Bogurar Doi Ghor,1,0
Bogurar Doi Ghor- Sanarpar,1,0
Bogurar Original Doi,1,0
BogurarDoi.com,1,0
Boichitro,1,0
Boikali Doi Misthi Ghor,1,0
Boishabi Fast Food & Biriyani,1,0
Boishakhee Mishti Mela,1,0
Boishakhi  Biryani House,1,0
Boishakhi Chotpoti & Fuchka - Uttara,1,0
Boishakhi Restaurant- Dhap,1,0
Boishakhi Restora,1,0
Boithok Khana,1,0
Boithok Khana & Party Center,1,0
Bolai Mishtanno Vandar,1,0
Bolai Restaurant,1,0
Bolder Baker,1,0
Boma Burger,1,0
Bomba Kitchen,1,0
Bombay Kacchi Ghor,1,0
Bombay Masala,1,0
Bombay Restaurant & Biryani House,1,0
Bon Appetit,1,0
Bon Cafe Uttara,1,0
Bon-Appetit- IDB,1,0
Bondhu Chotpoti Fuchka,1,0
Bondhu Gorom Chotpoti,1,0
Bondhu Hotel & Restaurant,1,0
Bondhu Mohol Fast Food & Mini Chinese,1,0
Bondon Fast Food,1,0
Bonfire Pizza Live,1,0
Bonfire Restaurant - Chittagong,1,0
Bong Bites,1,0
Bonjour,1,0
Bonna's Cooking,1,0
Bonni Kitchen,1,0
Bono Food (Panch Raster Mor),1,0
Bonoful Biryani -Khulna,1,0
Bonolota Restaurant,1,0
Boo Boo World,1,0
Boogie Bites,1,0
Books Feri - pandago (Azimpur),1,0
Boom Boom Burger,1,0
Boom Boom Momo Shop,1,0
Boom Burger Gulshan,1,0
Boomerang Kitchen - Mirpur,1,0
Boomers Cafe - Baily Road,1,0
Borendro Restora,1,0
Bornomala Cafe & Restaurant,1,0
Boro Bhai's Pizza Ghor,1,0
Boro Bhais,1,0
Boro Mama Kacchi,1,0
Boshar Hotel & Restaurant,1,0
Boshen Kichu Kheye Jaan Dot Com,1,0
Boshir Uddin Sardar Park Cafe & Restaurant,1,0
Bosphorus,1,0
Boss Burger,1,0
Boss Sweets -Wari,1,0
Bou Bhat,1,0
Bou Shashuri & Kitchen,1,0
Bou Shashurir Rannaghor,1,0
Boubhat and Bhorta Ghor,1,0
Bougainvillea,1,0
Box Bar - Dhanmondi,1,0
Box Burger,2,0
Box Talks,1,0
Box of Asia,1,0
Boyshakhi Hotel & Biryani House,1,0
Brahmanbaria Sumon Fuchka Bilash,1,0
Brahmanbaria Sweet House,1,0
Bread & Butter - Banani,1,0
Bread Ahead (Picnic),1,0
Bread Tea Talk,1,0
Breadsmith - Khilgaon,1,0
Break & Take,1,0
Break Time,3,0
Breaking Bistro,1,0
Breeze Restaurant,1,0
Brews & Bites,1,0
Brick Lane CafÃ©,1,0
Bright Star Snacks,1,0
Brindabon Veg Restaurant,1,0
Brinti's Kitchen,1,0
Brioche Patisserie - Gulshan 2,1,0
Brisk Burg,1,0
Bristi's Cooking,1,0
Bristy's Kitchen,1,0
Bro's Cafe,1,0
Bros & Burger,1,0
Brother's Kitchen,1,0
Brothers Cafe,1,0
Brothers Kitchen,1,0
Brothers Kitchen & Restaurant,1,0
Brotherâ€™s Kitchen,1,0
BrownBox Cafe,1,0
Brownea Kitchen,1,0
Brownie House - pandago,1,0
Brownie Hut,1,0
Bubble,1,0
Bubu's Kitchen,1,0
Bubus Kitchen,1,0
Budget 150,1,0
Budget Express,1,0
Bukharaa - Bashundhara,1,0
Bulbul's Fried Chicken,1,0
Bundose,1,0
Buns & Patty,1,0
Buns N' Beans,1,0
Burfe,1,0
Burg & More,1,0
BurgBox,1,0
Burgatory,1,0
Burger & Beyond- Konapara,1,0
Burger & Boost,1,0
Burger & Bulls - Kumarpara,1,0
Burger & Cheese,1,0
Burger & Coffee Shop,1,0
Burger & Crunch,1,0
Burger & Mojama,1,0
Burger & Pasta  Club,1,0
Burger & Pizza House,1,0
Burger & Pizza Xpress,1,0
Burger & Steak,1,0
Burger 24,1,0
Burger A Mehfil - Kallyanpur,1,0
Burger A Mehfil - Tajmahal Road,1,0
Burger Adda,1,0
Burger And Burger - Basundhara,1,0
Burger And Co.,1,0
Burger And Snacks,1,0
Burger Attack,1,0
Burger Attack Fast Food Restaurant,1,0
Burger Avenue,1,0
Burger BD,1,0
Burger Bagicha,1,0
Burger Bar,2,0
Burger Bar Newmarket More,1,0
Burger Bari,1,0
Burger Basement,1,0
Burger Bazar,1,0
Burger Bite - Dhanmondi,1,0
Burger Bite-Uttara,1,0
Burger Boss - Kumarpara,1,0
Burger Box,1,0
Burger Boy,1,0
Burger Bros,1,0
Burger Bug,1,0
Burger Burg,2,0
Burger Buzz - Uttara,1,0
Burger Cafe,1,0
Burger Cafe - Wari,1,0
Burger Cave - Bogra,1,0
Burger Cheese BD,2,0
Burger Chef BD,1,0
Burger Chef Uttara,1,0
Burger City,1,0
Burger Club,1,0
Burger Club - Comilla,1,0
Burger Club And Restaurant,1,0
Burger Crush,1,0
Burger Day,1,0
Burger Eats - Jhenaidah,1,0
Burger Express,1,0
Burger Express - Khulna,1,0
Burger Factory - Bogra,1,0
Burger Factory - Mohammadpur,1,0
Burger Festival Mini Chinese & Fast Food,1,0
Burger Fiesta,1,0
Burger Fiesta - Mymensingh,1,0
Burger First,1,0
Burger Garden,1,0
Burger Ghor,1,0
Burger Home,1,0
Burger House,4,0
Burger House & Fast Food,1,0
Burger House - Jatrabari,1,0
Burger House - Khilgaon,1,0
Burger House - Mirpur 2,1,0
Burger House DCC,1,0
Burger House Tastism - Savar,1,0
Burger House Tastism 2.0 ( Middle Badda ),1,0
Burger House Uttara,1,0
Burger Hub,3,0
Burger Hunter,1,0
Burger Hut,4,0
Burger Hut - Rajshahi,1,0
Burger Hut - Shantinogor,1,0
Burger Hut BD,1,0
Burger Hut BD - 1,1,0
Burger Junction,1,0
Burger Khabo Dhanmondi,1,0
Burger Khor,1,0
Burger King,2,0
Burger King & Cafe,1,0
Burger King & Juice Bar,1,0
Burger King - Khulna,1,0
Burger King - Pabna,1,0
Burger King - Tangail,1,0
Burger King -Faridpur,1,0
Burger King Bashundhara,1,0
Burger Lab - Khulna,1,0
Burger Lab -Uttara,1,0
Burger Land - Malibagh,1,0
Burger Licious,1,0
Burger Lite,1,0
Burger Lovers,1,0
Burger Madness,1,0
Burger Man,1,0
Burger Mania - Green Road,1,0
Burger Master,1,0
Burger Me Up,1,0
Burger Mess,1,0
Burger Monster-Gulshan,1,0
Burger N Bhoj,1,0
Burger Now,1,0
Burger Now - Unit 2,1,0
Burger Overloaded,1,0
Burger Palace,1,0
Burger Paradise,1,0
Burger People - Gulshan,1,0
Burger Point,2,0
Burger Point - Boyra Mor,1,0
Burger Point - Wari,1,0
Burger Queen,2,0
Burger Queen Dot Com,1,0
Burger School - Jatrabari,1,0
Burger Side,1,0
Burger State,2,0
Burger Station,1,0
Burger Station - Azimpur,1,0
Burger Time,2,0
Burger To Be Continue,1,0
Burger Town,1,0
Burger Town - Kadamtoli,1,0
Burger Town - Rayerbag,1,0
Burger Venue BD,1,0
Burger Verse,1,0
Burger Vibes,2,0
Burger Village,1,0
Burger Wala,1,0
Burger Wala - Kumarpara,1,0
Burger War,1,0
Burger Wave,1,0
Burger World,1,0
Burger Worlds,1,0
Burger Xpress - Mirpur,1,0
Burger Zone,2,0
Burger n Co. - Jatrabari,1,0
Burger n' Broast - Khilgaon,1,0
Burger's Corner,1,0
Burger's Corner- Shibganj,1,0
Burger's Home,1,0
Burger's House - 2,1,0
Burger's World,1,0
Burger-E-Ishq,1,0
BurgerX Mirpur,1,0
Burgereest,1,0
Burgerian,1,0
Burgerians,1,0
Burgerise Bangladesh,1,0
Burgerita - Katalganj,1,0
Burgerita - Lalkhan,1,0
Burgerkhor - 4,1,0
Burgerlink,1,0
Burgerly,1,0
Burgerman- The Box Cafe,1,0
BurgeroHolic,1,0
Burgerography - Bashundhara,1,0
Burgerology,1,0
Burgeropedia - Green Road,1,0
Burgerossa,1,0
Burgers King,1,0
Burgir,1,0
Burgrillx Ultimate,1,0
Burgsub,1,0
Burgwich Town - Jamalkhan,1,0
Burgwich Town - Muradpur,1,0
Burgwich Town Fusion Cafe,1,0
Burgwich Town Fusion Cafe - Banani,1,0
Burn House,1,0
Burn Well - Baily Road,1,0
Burrito Joint,1,0
Burritos 365,1,0
